title,price,availability,rating,genre,url,image_url,description,upc,scraped_at,session_id,container_id,scrape_duration,retry_count
The Beast (Black Dagger Brotherhood #14),£46.08,In stock,5,Fantasy,http://books.toscrape.com/catalogue/the-beast-black-dagger-brotherhood-14_342/index.html,http://books.toscrape.com/media/cache/1b/3f/1b3f5057f9e7f7cb81a8c10b58024145.jpg,,,2025-05-28T10:37:29.006735,fantasy-077e0c8f,worker-0,204.3,0
Paper and Fire (The Great Library #2),£49.45,In stock,5,Fantasy,http://books.toscrape.com/catalogue/paper-and-fire-the-great-library-2_339/index.html,http://books.toscrape.com/media/cache/a7/04/a704d4248b21c0cdd8038c1b8345ed17.jpg,,,2025-05-28T10:37:29.836161,fantasy-077e0c8f,worker-0,205.13,0
Harry Potter and the Order of the Phoenix (Harry Potter #5),£31.63,In stock,4,Fantasy,http://books.toscrape.com/catalogue/harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,http://books.toscrape.com/media/cache/96/11/9611147982037cd7d79483452938c10f.jpg,,,2025-05-28T10:37:30.574781,fantasy-077e0c8f,worker-0,205.87,0
Harry Potter and the Half-Blood Prince (Harry Potter #6),£48.75,In stock,5,Fantasy,http://books.toscrape.com/catalogue/harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,http://books.toscrape.com/media/cache/c8/24/c8248518fb59de3a798a4b5baae949b5.jpg,,,2025-05-28T10:37:31.346977,fantasy-077e0c8f,worker-0,206.64,0
Harry Potter and the Chamber of Secrets (Harry Potter #2),£14.74,In stock,1,Fantasy,http://books.toscrape.com/catalogue/harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,http://books.toscrape.com/media/cache/fc/08/fc08dcfc1ae86bbd5bc0bca74c9b6d3d.jpg,,,2025-05-28T10:37:32.121633,fantasy-077e0c8f,worker-0,207.42,0
The Rose & the Dagger (The Wrath and the Dawn #2),£58.64,In stock,4,Fantasy,http://books.toscrape.com/catalogue/the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,http://books.toscrape.com/media/cache/57/9c/579cd2ca789c8a796a1864d08ee8d686.jpg,,,2025-05-28T10:37:32.872991,fantasy-077e0c8f,worker-0,208.17,0
Soldier (Talon #3),£24.72,In stock,2,Fantasy,http://books.toscrape.com/catalogue/soldier-talon-3_222/index.html,http://books.toscrape.com/media/cache/7b/96/7b96f6e11b388ee800c7fd17fe479444.jpg,,,2025-05-28T10:37:33.670721,fantasy-077e0c8f,worker-0,208.96,0
Midnight Riot (Peter Grant/ Rivers of London - books #1),£55.46,In stock,2,Fantasy,http://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,http://books.toscrape.com/media/cache/e6/57/e6574a313ad7e6adf97a1d71318f9a7f.jpg,,,2025-05-28T10:37:34.397902,fantasy-077e0c8f,worker-0,209.69,0
Heir to the Sky,£44.07,In stock,4,Fantasy,http://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,http://books.toscrape.com/media/cache/6d/b1/6db1568e09d10652593638a5f85e7202.jpg,,,2025-05-28T10:37:35.085550,fantasy-077e0c8f,worker-0,210.38,0
Eragon (The Inheritance Cycle #1),£43.87,In stock,3,Fantasy,http://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,http://books.toscrape.com/media/cache/2d/62/2d625f26cb3bbeef851221f125b81daf.jpg,,,2025-05-28T10:37:35.974513,fantasy-077e0c8f,worker-0,211.27,0
Darkfever (Fever #1),£56.02,In stock,1,Fantasy,http://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,http://books.toscrape.com/media/cache/af/08/af08d08c90b4df63ca5a2819a754da18.jpg,,,2025-05-28T10:37:36.712533,fantasy-077e0c8f,worker-0,212.01,0
Ash,£22.06,In stock,4,Fantasy,http://books.toscrape.com/catalogue/ash_123/index.html,http://books.toscrape.com/media/cache/d7/f0/d7f00033bda3779b2fd017e32e7c800c.jpg,,,2025-05-28T10:37:37.486769,fantasy-077e0c8f,worker-0,212.78,0
A Storm of Swords (A Song of Ice and Fire #3),£31.22,In stock,2,Fantasy,http://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,http://books.toscrape.com/media/cache/39/83/3983449f17095ed15a4878d6bc8114c9.jpg,,,2025-05-28T10:37:38.237017,fantasy-077e0c8f,worker-0,213.53,0
Vampire Girl (Vampire Girl #1),£53.82,In stock,2,Fantasy,http://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,http://books.toscrape.com/media/cache/ea/55/ea5547a00ad163902faba6929369bc77.jpg,,,2025-05-28T10:39:54.106618,fantasy-077e0c8f,worker-0,349.4,0
The Silent Twin (Detective Jennifer Knight #3),£36.25,In stock,3,Fantasy,http://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html,http://books.toscrape.com/media/cache/a0/7b/a07b53e1708f9055145aa1ec3af8608d.jpg,,,2025-05-28T10:39:54.885973,fantasy-077e0c8f,worker-0,350.18,0
The Mirror & the Maze (The Wrath and the Dawn #1.5),£29.38,In stock,1,Fantasy,http://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,http://books.toscrape.com/media/cache/84/a8/84a85a5ecca2bdc17e219241938ebdba.jpg,,,2025-05-28T10:39:55.636662,fantasy-077e0c8f,worker-0,350.93,0
Sister Sable (The Mad Queen #1),£13.33,In stock,3,Fantasy,http://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html,http://books.toscrape.com/media/cache/2c/89/2c89c4c5528ab4b9101701437953df75.jpg,,,2025-05-28T10:39:56.398820,fantasy-077e0c8f,worker-0,351.69,0
Shadow Rites (Jane Yellowrock #10),£21.72,In stock,4,Fantasy,http://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html,http://books.toscrape.com/media/cache/7a/0d/7a0d52ec06a57c117c0b99c7980756e7.jpg,,,2025-05-28T10:39:57.183428,fantasy-077e0c8f,worker-0,352.48,0
Origins (Alphas 0.5),£28.99,In stock,1,Fantasy,http://books.toscrape.com/catalogue/origins-alphas-05_42/index.html,http://books.toscrape.com/media/cache/12/9b/129b70d7b45d78a26459e7445e0e13e2.jpg,,,2025-05-28T10:39:57.986607,fantasy-077e0c8f,worker-0,353.28,0
One Second (Seven #7),£52.94,In stock,2,Fantasy,http://books.toscrape.com/catalogue/one-second-seven-7_41/index.html,http://books.toscrape.com/media/cache/3f/f3/3ff3f7a0f3c949bb7adbe5f7fe80b9ab.jpg,,,2025-05-28T10:39:58.763906,fantasy-077e0c8f,worker-0,354.06,0
Myriad (Prentor #1),£58.75,In stock,4,Fantasy,http://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html,http://books.toscrape.com/media/cache/6b/fa/6bfae8a489ff53f50467705c1e6fff19.jpg,,,2025-05-28T10:39:59.502114,fantasy-077e0c8f,worker-0,354.8,0
The Lucifer Effect: Understanding How Good People Turn Evil,£10.40,In stock,1,Psychology,http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,http://books.toscrape.com/media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg,,,2025-05-28T10:40:14.786193,psychology-206661dd,worker-5,79.48,0
The Golden Condom: And Other Essays on Love Lost and Found,£39.43,In stock,1,Psychology,http://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html,http://books.toscrape.com/media/cache/dc/4d/dc4d070e33813a07a4e02f069e6d482f.jpg,,,2025-05-28T10:40:15.548801,psychology-206661dd,worker-5,80.24,0
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,£56.27,In stock,3,Psychology,http://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html,http://books.toscrape.com/media/cache/ee/a9/eea9e831f8964b4dc0190c84a1f9a1f6.jpg,,,2025-05-28T10:40:16.204907,psychology-206661dd,worker-5,80.9,0
An Unquiet Mind: A Memoir of Moods and Madness,£21.30,In stock,3,Psychology,http://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,http://books.toscrape.com/media/cache/00/29/002924b764dc367dcaa3486fa4c0aa0b.jpg,,,2025-05-28T10:40:16.970648,psychology-206661dd,worker-5,81.66,0
"Thinking, Fast and Slow",£21.14,In stock,1,Psychology,http://books.toscrape.com/catalogue/thinking-fast-and-slow_289/index.html,http://books.toscrape.com/media/cache/b4/a5/b4a56663d56f1e84ee1b15bd819563cc.jpg,,,2025-05-28T10:40:17.735918,psychology-206661dd,worker-5,82.43,0
Civilization and Its Discontents,£59.95,In stock,2,Psychology,http://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,http://books.toscrape.com/media/cache/4d/a6/4da6939a6bbd895a5acdeabad46d1f9f.jpg,,,2025-05-28T10:40:18.487652,psychology-206661dd,worker-5,83.18,0
8 Keys to Mental Health Through Exercise,£31.04,In stock,1,Psychology,http://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,http://books.toscrape.com/media/cache/b8/44/b844a77409f1d53cbb66148820abc217.jpg,,,2025-05-28T10:40:19.257249,psychology-206661dd,worker-5,83.95,0
The Argonauts,£10.93,In stock,2,Autobiography,http://books.toscrape.com/catalogue/the-argonauts_837/index.html,http://books.toscrape.com/media/cache/0a/15/0a1567cd04a6582d333db71337b4e2a6.jpg,,,2025-05-28T10:40:51.613925,autobiography-3513ada1,worker-4,62.49,0
M Train,£27.18,In stock,1,Autobiography,http://books.toscrape.com/catalogue/m-train_598/index.html,http://books.toscrape.com/media/cache/d6/e8/d6e8258cee98f80727e99f7ac5aa1b88.jpg,,,2025-05-28T10:40:52.391847,autobiography-3513ada1,worker-4,63.27,0
Lab Girl,£40.85,In stock,1,Autobiography,http://books.toscrape.com/catalogue/lab-girl_595/index.html,http://books.toscrape.com/media/cache/e9/72/e972f8b4abaaa6f8f449479cd9d87be3.jpg,,,2025-05-28T10:40:53.128320,autobiography-3513ada1,worker-4,64.01,0
Approval Junkie: Adventures in Caring Too Much,£58.81,In stock,5,Autobiography,http://books.toscrape.com/catalogue/approval-junkie-adventures-in-caring-too-much_363/index.html,http://books.toscrape.com/media/cache/17/aa/17aacb738eace89a635a4eb47a94c11d.jpg,,,2025-05-28T10:40:53.854966,autobiography-3513ada1,worker-4,64.73,0
Running with Scissors,£12.91,In stock,4,Autobiography,http://books.toscrape.com/catalogue/running-with-scissors_215/index.html,http://books.toscrape.com/media/cache/66/c7/66c7a1537c8901e1e4ec217d1956bae8.jpg,,,2025-05-28T10:40:54.666914,autobiography-3513ada1,worker-4,65.54,0
Me Talk Pretty One Day,£57.60,In stock,2,Autobiography,http://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html,http://books.toscrape.com/media/cache/98/9f/989fe700e9e6bdec4fc3217daa5b7df3.jpg,,,2025-05-28T10:40:55.429790,autobiography-3513ada1,worker-4,66.31,0
Lust & Wonder,£11.87,In stock,2,Autobiography,http://books.toscrape.com/catalogue/lust-wonder_191/index.html,http://books.toscrape.com/media/cache/61/ba/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg,,,2025-05-28T10:40:56.156122,autobiography-3513ada1,worker-4,67.03,0
Life Without a Recipe,£59.04,In stock,5,Autobiography,http://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,http://books.toscrape.com/media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg,,,2025-05-28T10:40:56.899282,autobiography-3513ada1,worker-4,67.78,0
A Heartbreaking Work of Staggering Genius,£54.29,In stock,5,Autobiography,http://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,http://books.toscrape.com/media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg,,,2025-05-28T10:40:57.632333,autobiography-3513ada1,worker-4,68.51,0
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,£37.35,In stock,2,Parenting,http://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,http://books.toscrape.com/media/cache/7d/0b/7d0bb832760e81c281d8d283ba6a2b09.jpg,,,2025-05-28T10:41:13.333009,parenting-a462630d,worker-0,63.42,0
Fifty Shades Freed (Fifty Shades #3),£15.36,In stock,5,Adult Fiction,http://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,http://books.toscrape.com/media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg,,,2025-05-28T10:41:28.647762,adult fiction-2b827845,worker-5,59.09,0
The Requiem Red,£22.65,In stock,1,Young Adult,http://books.toscrape.com/catalogue/the-requiem-red_995/index.html,http://books.toscrape.com/media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,,,2025-05-28T10:36:24.496793,young adult-dd2276b7,worker-3,41.65,0
Set Me Free,£17.46,In stock,5,Young Adult,http://books.toscrape.com/catalogue/set-me-free_988/index.html,http://books.toscrape.com/media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,,,2025-05-28T10:36:25.228052,young adult-dd2276b7,worker-3,42.38,0
The Natural History of Us (The Fine Art of Pretending #2),£45.22,In stock,3,Young Adult,http://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,http://books.toscrape.com/media/cache/5d/7f/5d7f496cdf5e5962a73ecdcc1505c1d5.jpg,,,2025-05-28T10:36:25.992034,young adult-dd2276b7,worker-3,43.14,0
Obsidian (Lux #1),£14.86,In stock,2,Young Adult,http://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,http://books.toscrape.com/media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,,,2025-05-28T10:36:26.736873,young adult-dd2276b7,worker-3,43.89,0
Burning,£28.81,In stock,3,Young Adult,http://books.toscrape.com/catalogue/burning_884/index.html,http://books.toscrape.com/media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg,,,2025-05-28T10:36:27.520050,young adult-dd2276b7,worker-3,44.67,0
A Fierce and Subtle Poison,£28.13,In stock,4,Young Adult,http://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,http://books.toscrape.com/media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg,,,2025-05-28T10:36:28.263323,young adult-dd2276b7,worker-3,45.42,0
Scarlett Epstein Hates It Here,£43.55,In stock,5,Young Adult,http://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,http://books.toscrape.com/media/cache/0f/d3/0fd306891f8fd3196653022fd67d6c87.jpg,,,2025-05-28T10:36:29.091076,young adult-dd2276b7,worker-3,46.24,0
"Nightingale, Sing",£38.28,In stock,1,Young Adult,http://books.toscrape.com/catalogue/nightingale-sing_823/index.html,http://books.toscrape.com/media/cache/18/08/18086e581ad354aa65f945c2b5c51350.jpg,,,2025-05-28T10:36:29.896234,young adult-dd2276b7,worker-3,47.05,0
Library of Souls (Miss Peregrine’s Peculiar Children #3),£48.56,In stock,5,Young Adult,http://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,http://books.toscrape.com/media/cache/f8/54/f85417465a73e33604624205ba8306cc.jpg,,,2025-05-28T10:36:30.678649,young adult-dd2276b7,worker-3,47.83,0
Frostbite (Vampire Academy #2),£29.99,In stock,5,Young Adult,http://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,http://books.toscrape.com/media/cache/71/76/7176317f1915fa0658bb2fe400441207.jpg,,,2025-05-28T10:36:31.434555,young adult-dd2276b7,worker-3,48.59,0
Wild Swans,£14.36,In stock,2,Young Adult,http://books.toscrape.com/catalogue/wild-swans_782/index.html,http://books.toscrape.com/media/cache/bb/72/bb723ad463531c602ad8bcb244253bf3.jpg,,,2025-05-28T10:36:32.149446,young adult-dd2276b7,worker-3,49.3,0
Until Friday Night (The Field Party #1),£46.31,In stock,2,Young Adult,http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,http://books.toscrape.com/media/cache/19/cf/19cf50aea5bf0e8f4bc016f3745b3dfe.jpg,,,2025-05-28T10:36:32.936164,young adult-dd2276b7,worker-3,50.09,0
This Is Where It Ends,£27.12,In stock,2,Young Adult,http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,http://books.toscrape.com/media/cache/18/0b/180bfe1902cb3c0eb77d7c712efa2a96.jpg,,,2025-05-28T10:36:33.682073,young adult-dd2276b7,worker-3,50.83,0
The Darkest Lie,£35.35,In stock,5,Young Adult,http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,http://books.toscrape.com/media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg,,,2025-05-28T10:36:34.456525,young adult-dd2276b7,worker-3,51.61,0
My Kind of Crazy,£40.36,In stock,1,Young Adult,http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,http://books.toscrape.com/media/cache/46/6e/466e9636819aad1126ac6cefb5313ba8.jpg,,,2025-05-28T10:36:35.215885,young adult-dd2276b7,worker-3,52.37,0
Don't Get Caught,£55.35,In stock,1,Young Adult,http://books.toscrape.com/catalogue/dont-get-caught_687/index.html,http://books.toscrape.com/media/cache/b2/df/b2df2ea409c5cf28538b67aff424b11f.jpg,,,2025-05-28T10:36:35.963244,young adult-dd2276b7,worker-3,53.12,0
Catching Jordan (Hundred Oaks),£50.83,In stock,3,Young Adult,http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html,http://books.toscrape.com/media/cache/ad/ac/adac97366586d261feab30bf5220756e.jpg,,,2025-05-28T10:36:36.716278,young adult-dd2276b7,worker-3,53.87,0
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),£58.14,In stock,4,Young Adult,http://books.toscrape.com/catalogue/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html,http://books.toscrape.com/media/cache/61/1a/611aba0ef5b859ba1977ef30677b0194.jpg,,,2025-05-28T10:36:37.488578,young adult-dd2276b7,worker-3,54.64,0
The Epidemic (The Program 0.6),£14.44,In stock,5,Young Adult,http://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html,http://books.toscrape.com/media/cache/87/cd/87cd652c35e2a78535c83becae33cff2.jpg,,,2025-05-28T10:36:38.245403,young adult-dd2276b7,worker-3,55.4,0
Stars Above (The Lunar Chronicles #4.5),£48.05,In stock,2,Young Adult,http://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html,http://books.toscrape.com/media/cache/fd/5b/fd5b14399052ab552e240ed18ab03c6d.jpg,,,2025-05-28T10:36:38.973684,young adult-dd2276b7,worker-3,56.13,0
No Love Allowed (Dodge Cove #1),£54.65,In stock,4,Young Adult,http://books.toscrape.com/catalogue/no-love-allowed-dodge-cove-1_625/index.html,http://books.toscrape.com/media/cache/70/3e/703e053877204a396ec6e7beac863118.jpg,,,2025-05-28T10:39:00.167033,young adult-dd2276b7,worker-3,197.32,0
"Exit, Pursued by a Bear",£51.34,In stock,4,Young Adult,http://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html,http://books.toscrape.com/media/cache/ca/99/ca99bafb2a75d4fadb8d64efed26316f.jpg,,,2025-05-28T10:39:00.899325,young adult-dd2276b7,worker-3,198.05,0
The Alien Club,£54.40,In stock,1,Young Adult,http://books.toscrape.com/catalogue/the-alien-club_569/index.html,http://books.toscrape.com/media/cache/93/d0/93d01bc6bce58e8efbf560e9e3dc3379.jpg,,,2025-05-28T10:39:01.650559,young adult-dd2276b7,worker-3,198.8,0
Don't Forget Steven,£33.23,In stock,1,Young Adult,http://books.toscrape.com/catalogue/dont-forget-steven_561/index.html,http://books.toscrape.com/media/cache/e7/75/e775bf9ea6343b2ee0be5166bb445bd2.jpg,,,2025-05-28T10:39:02.411388,young adult-dd2276b7,worker-3,199.56,0
South of Sunshine,£28.93,In stock,1,Young Adult,http://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,http://books.toscrape.com/media/cache/09/11/09118b974f3685483f3e4debd1f97c90.jpg,,,2025-05-28T10:39:03.169062,young adult-dd2276b7,worker-3,200.32,0
My Life Next Door (My Life Next Door ),£36.39,In stock,5,Young Adult,http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,http://books.toscrape.com/media/cache/98/00/98001a78a78ab77027145ff586d64431.jpg,,,2025-05-28T10:39:03.987588,young adult-dd2276b7,worker-3,201.14,0
Future Shock (Future Shock #1),£55.65,In stock,5,Young Adult,http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,http://books.toscrape.com/media/cache/89/10/8910c36eec96636288a9cfb61610c9fa.jpg,,,2025-05-28T10:39:04.699521,young adult-dd2276b7,worker-3,201.85,0
Nightstruck: A Novel,£50.35,In stock,4,Young Adult,http://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,http://books.toscrape.com/media/cache/c0/df/c0dfd5388bb38b9c24da2e94534e1198.jpg,,,2025-05-28T10:39:05.493470,young adult-dd2276b7,worker-3,202.65,0
Tell the Wolves I'm Home,£50.96,In stock,2,Young Adult,http://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html,http://books.toscrape.com/media/cache/f9/72/f972e744117c9d4b5fefb3410c0e9f7c.jpg,,,2025-05-28T10:39:06.197448,young adult-dd2276b7,worker-3,203.35,0
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",£47.31,In stock,4,Young Adult,http://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,http://books.toscrape.com/media/cache/de/a1/dea174c8a8dbfd98e5e05c9e479a52b2.jpg,,,2025-05-28T10:39:07.029086,young adult-dd2276b7,worker-3,204.18,0
Where She Went (If I Stay #2),£41.73,In stock,4,Young Adult,http://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html,http://books.toscrape.com/media/cache/05/86/0586b3d79013f606494e843de1faea0b.jpg,,,2025-05-28T10:39:07.755348,young adult-dd2276b7,worker-3,204.91,0
Two Summers,£14.64,In stock,1,Young Adult,http://books.toscrape.com/catalogue/two-summers_415/index.html,http://books.toscrape.com/media/cache/89/16/89165d7488fbaa9e60cfcabe56796288.jpg,,,2025-05-28T10:39:08.541318,young adult-dd2276b7,worker-3,205.69,0
The Darkest Corners,£11.33,In stock,5,Young Adult,http://books.toscrape.com/catalogue/the-darkest-corners_399/index.html,http://books.toscrape.com/media/cache/c1/ab/c1ab73a20d02b5f3a5599e7c5704a909.jpg,,,2025-05-28T10:39:09.264283,young adult-dd2276b7,worker-3,206.42,0
Tell Me Three Things,£41.81,In stock,1,Young Adult,http://books.toscrape.com/catalogue/tell-me-three-things_395/index.html,http://books.toscrape.com/media/cache/a1/2f/a12f0bec8c8728800f901b4e5f6e3f9a.jpg,,,2025-05-28T10:39:09.996316,young adult-dd2276b7,worker-3,207.15,0
Lola and the Boy Next Door (Anna and the French Kiss #2),£23.63,In stock,4,Young Adult,http://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,http://books.toscrape.com/media/cache/bc/c8/bcc8374e0c81ded1486b6225ca4fe78a.jpg,,,2025-05-28T10:39:10.748172,young adult-dd2276b7,worker-3,207.9,0
Kill the Boy Band,£15.52,In stock,5,Young Adult,http://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html,http://books.toscrape.com/media/cache/05/74/0574a71ccaff1fef1f8e9a1f4c22b7bc.jpg,,,2025-05-28T10:39:11.469198,young adult-dd2276b7,worker-3,208.62,0
Isla and the Happily Ever After (Anna and the French Kiss #3),£48.13,In stock,5,Young Adult,http://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,http://books.toscrape.com/media/cache/0d/0b/0d0bd1fce3e0171cf101764393caea41.jpg,,,2025-05-28T10:39:12.245167,young adult-dd2276b7,worker-3,209.4,0
An Abundance of Katherines,£10.00,In stock,5,Young Adult,http://books.toscrape.com/catalogue/an-abundance-of-katherines_362/index.html,http://books.toscrape.com/media/cache/ed/45/ed4517339d4780f4158c485c83850d20.jpg,,,2025-05-28T10:39:13.015776,young adult-dd2276b7,worker-3,210.17,0
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),£24.17,In stock,4,Young Adult,http://books.toscrape.com/catalogue/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,http://books.toscrape.com/media/cache/d1/fb/d1fbdddb0d4fb0c445a33c6d003d0990.jpg,,,2025-05-28T10:39:13.723893,young adult-dd2276b7,worker-3,210.88,0
Walk the Edge (Thunder Road #2),£32.36,In stock,3,Young Adult,http://books.toscrape.com/catalogue/walk-the-edge-thunder-road-2_300/index.html,http://books.toscrape.com/media/cache/61/2c/612ce7fa4cbee472392ce8721a4e863e.jpg,,,2025-05-28T10:39:14.481666,young adult-dd2276b7,worker-3,211.63,0
Two Boys Kissing,£32.74,In stock,2,Young Adult,http://books.toscrape.com/catalogue/two-boys-kissing_294/index.html,http://books.toscrape.com/media/cache/53/bd/53bd80b1fc1914f418dc31a9d6571cb1.jpg,,,2025-05-28T10:41:44.105343,young adult-dd2276b7,worker-3,361.26,0
The New Guy (and Other Senior Year Distractions),£44.92,In stock,3,Young Adult,http://books.toscrape.com/catalogue/the-new-guy-and-other-senior-year-distractions_266/index.html,http://books.toscrape.com/media/cache/d8/9d/d89dc869d5ea1462fd746ac6de97583f.jpg,,,2025-05-28T10:41:44.871454,young adult-dd2276b7,worker-3,362.02,0
"The Land of 10,000 Madonnas",£29.64,In stock,4,Young Adult,http://books.toscrape.com/catalogue/the-land-of-10000-madonnas_258/index.html,http://books.toscrape.com/media/cache/ae/93/ae93b007df22c99ea2ff2f907b06663e.jpg,,,2025-05-28T10:41:45.629991,young adult-dd2276b7,worker-3,362.78,0
Scarlet (The Lunar Chronicles #2),£14.57,In stock,4,Young Adult,http://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html,http://books.toscrape.com/media/cache/b6/5c/b65c3622c0da689990fd1d7f1a0b826c.jpg,,,2025-05-28T10:41:46.373374,young adult-dd2276b7,worker-3,363.53,0
Legend (Legend #1),£43.69,In stock,4,Young Adult,http://books.toscrape.com/catalogue/legend-legend-1_184/index.html,http://books.toscrape.com/media/cache/6c/6c/6c6c0984ab57d6b4f71d84dd0db0f65b.jpg,,,2025-05-28T10:41:47.153442,young adult-dd2276b7,worker-3,364.31,0
Lady Renegades (Rebel Belle #3),£53.04,In stock,5,Young Adult,http://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,http://books.toscrape.com/media/cache/d2/c2/d2c259e13fe3097325549a14f996b462.jpg,,,2025-05-28T10:41:47.921559,young adult-dd2276b7,worker-3,365.07,0
Golden (Heart of Dread #3),£42.21,In stock,4,Young Adult,http://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,http://books.toscrape.com/media/cache/39/2f/392fedbcda7bf8f968d5e6643ea5545f.jpg,,,2025-05-28T10:41:48.701720,young adult-dd2276b7,worker-3,365.85,0
Cinder (The Lunar Chronicles #1),£26.09,In stock,1,Young Adult,http://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,http://books.toscrape.com/media/cache/4e/d2/4ed2ec75df84ba1093fc4141b29abab3.jpg,,,2025-05-28T10:41:49.441616,young adult-dd2276b7,worker-3,366.59,0
Boy Meets Boy,£21.12,In stock,3,Young Adult,http://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,http://books.toscrape.com/media/cache/0b/ac/0baceb72d202880d1441a32193df6e11.jpg,,,2025-05-28T10:41:50.182213,young adult-dd2276b7,worker-3,367.34,0
